School_Name,Address,City,State,Zip,Phone,Latitude,Longitude,Website,Religious_Affiliation,School_Type,District_Name
Foley High School,1 Pride Pl,Foley,AL,36535,(251)943-2221,,,http://www.foleyhs.com,,Public,Baldwin County
Baldwin County High School,One Tiger Dr,Bay Minette,AL,36507,(251)937-2341,,,http://www.baldwincountyhighschool.com,,Public,Baldwin County
Bay Minette Middle School,1311 W 13th Street,Bay Minette,AL,36507,(251)580-2960,,,http://www.bayminettemiddle.com,,Public,Baldwin County
Spanish Fort Middle School,33899 Jimmy Faulkner Dr,Spanish Fort,AL,36527,(251)625-3271,,,http://www.spanishfortmiddle.com,,Public,Baldwin County
Daphne East Elementary School,26651 County Road 13,Daphne,AL,36526,(251)626-1663,,,http://www.daphneeast.org,,Public,Baldwin County
Spanish Fort High School,One Plaza De Toros,Spanish Fort,AL,36527,(251)621-6629,,,http://www.spanishforttoros.org,,Public,Baldwin County
CF Taylor Alternative School,19150 Wilters Street,Robertsdale,AL,36567,(251)970-4415,,,http://www.nonesupplied.com,,Public,Baldwin County
Baldwin County Virtual School,605 Hwy 98,Daphne,AL,36526,(251)607-5622,,,http://baldwinvirtual.com,,Public,Baldwin County
Elberta Middle School,13355A Main Street,Elberta,AL,36530,(251)986-8127,,,http://www.elbertamiddle.com,,Public,Baldwin County
Belforest Elementary School,11364 County Road 64,Daphne,AL,36526,(251)607-5624,,,http://www.bcbe.org/belforest,,Public,Baldwin County
Baldwin County Elementary Virtual School,605 US Hwy 98,Daphne,AL,36526,(251)972-6862,,,http://www.BaldwinVirtual.com,,Public,Baldwin County
Stonebridge Elementary,12750 Bedrock Blvd,Loxley,AL,36551,(251)625-3280,,,http://www.bcbe.org,,Public,Baldwin County
Barbour County High School,165 S Midway Street,Clayton,AL,36016,(334)775-3545,,,http://bchs.barbourcountyschools.org/,,Public,Barbour County
Barbour County Primary School,168 Western Bypass,Clayton,AL,36016,(334)775-3404,,,http://bcps.barbourcountyschools.org/,,Public,Barbour County
Barbour County Intermediate School,18 Beaty Drive,Louisville,AL,36048,(334)266-6151,,,http://www.bcis.barbourschools.org,,Public,Barbour County
Greenwood Elementary School,5012 Roselyn Rd,Bessemer,AL,35022,(205)432-3201,,,http://greenwood.bcse.schoolinsites.com,,Public,Bessemer City
Charles F Hard Elementary School,2801 Arlington Ave,Bessemer,AL,35020,(205)432-3300,,,http://2801 Arlington Avenue,,Public,Bessemer City
Bessemer City Middle School,100 High School Drive,Bessemer,AL,35020,(205)432-3601,,,http://www.bessemercitymiddleschool.com,,Public,Bessemer City
Bessemer City High School,4950 Premiere Parkway,Bessemer,AL,35022,(205)432-3700,,,http://lanier.bcss.schoolinsites.com,,Public,Bessemer City
Jonesboro Elementary School,125 Owen Ave,Bessemer,AL,35020,(205)432-3400,,,http://www.jonesboroelementary.com,,Public,Bessemer City
Westhills Elementary School,710 Glenn Rd,Bessemer,AL,35022,(205)432-3500,,,http://www.westhillselementaryschool.com,,Public,Bessemer City
New Horizon Alternative School,1701 6th Ave N,Bessemer,AL,35020,(205)432-3036,,,http://newhorizon.bcsa.schoolinsites.com,,Public,Bessemer City
Bessemer Center For Technology,4940 Premiere Pkwy,Bessemer,AL,35022,(205)432-3805,,,http://bessemer.bcst.schoolinsites.com,,Public,Bessemer City
Abrams Elementary School,1200 23rd Street North,Bessemer,AL,35020,(205)432-3100,,,http://abramselementaryschool.com,,Public,Bessemer City
Bibb County High School,220 Birmingham Rd,Centreville,AL,35042,(205)926-9071,,,http://www.bibbed.org,,Public,Bibb County
Centreville Middle School,1621 Montgomery Hwy,Centreville,AL,35042,(205)926-9861,,,http://www.bibbed.org,,Public,Bibb County
Brent Elementary School,160 4th St,Brent,AL,35034,(205)926-4993,,,http://www.bibbed.org,,Public,Bibb County
Randolph Elementary School,7259 Highway 36,Randolph,AL,36792,(334)366-2897,,,http://res.bibbed.org,,Public,Bibb County
West Blocton Elementary School,828 Cahaba River Dr,West Blocton,AL,35184,(205)938-9005,,,http://www.wbes.bibbed.org,,Public,Bibb County
West Blocton High School,4734 Truman Aldrich Pkwy,West Blocton,AL,35184,(205)938-9002,,,http://www.bibbed.org,,Public,Bibb County
Bibb County Career Academy,17191 Highway 5,West Blocton,AL,35184,(205)938-7434,,,http://17191 Highway 5,,Public,Bibb County
West Blocton Middle School,4721 Truman Aldrich Pkwy,West Blocton,AL,35184,(205)938-2451,,,http://www.bibbed.org,,Public,Bibb County
Woodstock Elementary School,19456 Eastern Valley Rd,Woodstock,AL,35188,(205)938-2028,,,http://wes.bibbed.org,,Public,Bibb County
Engle Day Treatment,PO Box 10007,Birmingham,AL,35203,(205)231-4776,,,,,Public,Birmingham City
Avondale Elementary School,4000 8th Ct S,Birmingham,AL,35222,(205)231-7130,,,http://www.bhm.k12.al.us/avondale,,Public,Birmingham City
Barrett Elementary School,7601 Division Ave,Birmingham,AL,35206,(205)231-8130,,,http://www.bhm.k12.al.us/barrett,,Public,Birmingham City
Charles A Brown Elementary School,4811 Court J,Birmingham,AL,35208,(205)231-6860,,,http://www.bhm.k12.al.us/brown,,Public,Birmingham City
Central Park Elementary School,4915 Ave Q,Birmingham,AL,35208,(205)231-1250,,,http://www.bhm.k12.al.us/centralpark,,Public,Birmingham City
Christian School,725 Mountain Dr,Birmingham,AL,35206,(205)231-5249,,,http://www.bhm.k12.al.us/christian,,Public,Birmingham City
EPIC Alternative Elementary School,1000 10th Ave S,Birmingham,AL,35205,(205)231-7370,,,http://www.bhm.k12.al.us/epic,,Public,Birmingham City
Oliver K5 School,6871 6th Court S,Birmingham,AL,35212,(205)231-8620,,,http://www.bhm.k12.al.us/oliver,,Public,Birmingham City
Green Acres Middle School,1220 67th Street West,Birmingham,AL,35228,(205)231-1370,,,http://www.bhm.k12.al.us/greenacres,,Public,Birmingham City
Hemphill Elementary School,714 12th Street SW,Birmingham,AL,35211,(205)231-7500,,,http://www.bhm.k12.al.us/hemphill,,Public,Birmingham City
Hudson KEight School,3300 FL Shuttlesworth Dr,Birmingham,AL,35207,(205)231-3000,,,http://www.bhm.k12.al.us/hudson,,Public,Birmingham City
Huffman Middle School,517 Huffman Rd,Birmingham,AL,35215,(205)231-5370,,,http://www.bhm.k12.al.us/huffmanms,,Public,Birmingham City
Huffman High SchoolMagnet,950 Springville Road,Birmingham,AL,35215,(205)231-5000,,,http://www.bhm.k12.al.us/huffmanhs,,Public,Birmingham City
Inglenook School,4120 Inglenook Street,Birmingham,AL,35217,(205)231-3310,,,http://www.inglenookk-8.org,,Public,Birmingham City
Minor Elementary School,2425 Ave SEnsley,Birmingham,AL,35218,(205)231-6555,,,http://www.bhm.k12.al.us/minor,,Public,Birmingham City
Norwood Elementary School,3136 Norwood Blvd,Birmingham,AL,35234,(205)231-3440,,,http://www.bhm.k12.al.us/norwood,,Public,Birmingham City
JacksonOlin High School,1300 Avenue F Ensley,Birmingham,AL,35218,(205)231-6431,,,http://www.bhm.k12.al.us/jacksonolin,,Public,Birmingham City
Parker High School,400 Abraham Woods Jr Blvd,Birmingham,AL,35204,(205)231-2370,,,http://www.bhm.k12.al.us/parker,,Public,Birmingham City
Princeton School,1425 2nd Ave W,Birmingham,AL,35208,(205)231-2500,,,http://www.bhm.k12.al.us/princeton,,Public,Birmingham City
WE Putnam Middle SchoolMagnet,1757 Montclair Rd,Birmingham,AL,35210,(205)231-8680,,,http://www.bhm.k12.al.us/putnam,,Public,Birmingham City
Ramsay High School,1800 13th Ave S,Birmingham,AL,35205,(205)231-7000,,,http://www.bhm.k12.al.us/ramsay,,Public,Birmingham City
Robinson Elementary School,8400 1st Ave S,Birmingham,AL,35206,(205)231-5555,,,http://www.bhm.k12.al.us/robinson,,Public,Birmingham City
Smith Middle School,1124 Five Mile Rd,Birmingham,AL,35215,(205)231-5675,,,http://www.bhm.k12.al.us/smith,,Public,Birmingham City
Tuggle Elementary School,412 12th Ct N,Birmingham,AL,35204,(205)231-2675,,,http://www.bhm.k12.al.us/tuggle,,Public,Birmingham City
Washington K8,115 Fourth Avenue South,Birmingham,AL,35205,(205)231-7740,,,http://www.bhm.k12.al.us/washington,,Public,Birmingham City
Jones Valley Middle School,2000 31st Street SW,Birmingham,AL,35221,(205)231-1040,,,http://www.bhm.k12.al.us/jonesvalley,,Public,Birmingham City
Wenonah High School,2800 Wilson Rd SW,Birmingham,AL,35221,(205)231-1675,,,http://www.bhm.k12.al.us/wenonah,,Public,Birmingham City
Wilkerson Middle School,116 11th Ct W,Birmingham,AL,35204,(205)231-2740,,,http://www.bhm.k12.al.us/wilkerson,,Public,Birmingham City
Woodlawn High SchoolMagnet,5620 First  Ave N,Birmingham,AL,35212,(205)231-8000,,,http://www.bhm.k12.al.us/woodlawn,,Public,Birmingham City
Wylam Elementary School,701 Erie Street,Birmingham,AL,35224,(205)231-6800,,,http://www.bhm.k12.al.us/wylam,,Public,Birmingham City
City Elementary,901 9th Avenue North,Birmingham,AL,35204,(205)231-2288,,,,,Public,Birmingham City
Dupuy Alternative School,4500 14th Ave N,Birmingham,AL,35212,(205)231-3250,,,http://www.bhm.k12.al.us/kennedy,,Public,Birmingham City
Adolescent Day Treatment,PO Box 10007,Birmingham,AL,35203,(205)231-4633,,,,,Public,Birmingham City
South Hampton K8,565 Sheridan Rd Pratt City,Birmingham,AL,35214,(205)231-6689,,,http://www.bhm.k12.al.us/southhampton,,Public,Birmingham City
Martha Gaskins K5,200 Dalton Drive,Birmingham,AL,35215,(205)231-9200,,,http://www.bhm.k12.al.us/marthagaskins,,Public,Birmingham City
George Washington Carver High School,3900 24th St N,Birmingham,AL,35207,(205)231-3900,,,http://www.bhm.k12.al.us/carver,,Public,Birmingham City
Glen Iris Elementary School,1115 11th Street South,Birmingham,AL,35205,(205)231-7440,,,http://www.bhm.k12.al.us/gleniris,,Public,Birmingham City
Sun Valley Elementary School,1010 18th Ave NW,Birmingham,AL,35215,(205)231-5740,,,http://www.bhm.k12.al.us/sunvalley,,Public,Birmingham City
Homebound Elementary School,PO Box 10007,Birmingham,AL,35203,(205)231-4777,,,,,Public,Birmingham City
Homebound High School,PO Box 10007,Birmingham,AL,35203,(205)231-4777,,,,,Public,Birmingham City
Ossie Ware Mitchell Middle School,501 81st Street South,Birmingham,AL,35206,(205)231-9400,,,http://www.bhm.k12.al.us/ossiewaremitchell,,Public,Birmingham City
Phillips Academy,2316 7th Avenue North,Birmingham,AL,35203,(205)231-9500,,,http://www.bhm.k12.al.us/phillips,,Public,Birmingham City
Huffman Academy,1212 Cheyenne Boulevard,Birmingham,AL,35215,(205)231-5800,,,http://www.bhm.k12.al.us/huffmanacademy,,Public,Birmingham City
West End Academy,1840 Pearson Avenue SW,Birmingham,AL,35211,(205)231-1742,,,http://www.bhm.k12.al.us/westend,,Public,Birmingham City
Bush Hills STEAM Academy,900 16th Street West,Birmingham,AL,35208,(205)231-6370,,,http://www.bhm.k12.al.us/bushhills,,Public,Birmingham City
Hayes K8,505 43rd Street North,Birmingham,AL,35222,(205)231-8900,,,http://www.bhm.k12.al.us/hayes,,Public,Birmingham City
Oxmoor K5,3600 Sydney Drive,Birmingham,AL,35211,(205)231-1200,,,http://www.bhm.k12.al.us/oxmoor,,Public,Birmingham City
Richard Arrington Elementary,2101 Jefferson Avenue SW,Birmingham,AL,35211,(205)231-1130,,,http://www.bhamcityschools.org/domain/718,,Public,Birmingham City
BCS Virtual Academy of Learning,3900 24th Street North,Birmingham,AL,35207,(205)231-4600,,,,,Public,Birmingham City
Hayden Elementary School,4111 State Highway 160,Hayden,AL,35079,(205)647-6578,,,http://www.haydenel.com/,,Public,Blount County
Appalachian  School,350 County Highway 12,Oneonta,AL,35121,(205)775-1970,,,http://www.appalachianeagles.com/,,Public,Blount County
Blountsville Elementary School,260 Page St,Blountsville,AL,35031,(205)775-1990,,,http://www.blountsvilleelementary.com/,,Public,Blount County
Cleveland High School,71 High School St,Cleveland,AL,35049,(205)775-2030,,,http://www.clevelandhighschool.net/,,Public,Blount County
Hayden Primary School,160 Bracken Ln,Hayden,AL,35079,(205)647-2103,,,http://www.haydenhps.com/,,Public,Blount County
Hayden High School,125 Atwood Rd,Hayden,AL,35079,(205)647-0397,,,http://www.haydenhigh.net,,Public,Blount County
JB Pennington High School,81 College St,Blountsville,AL,35031,(205)775-2050,,,http://www.penningtontigers.com/,,Public,Blount County
Locust Fork High School,77 School Rd,Locust Fork,AL,35097,(205)681-7846,,,http://www.locustforkhighhornets.com/,,Public,Blount County
Southeastern School,18770 State Highway 75,Remlap,AL,35133,(205)681-3964,,,http://www.southeasternmustangs.com/,,Public,Blount County
Susan Moore High School,4040 Susan Moore Rd,Blountsville,AL,35031,(205)775-2060,,,http://www.susanmoorebulldogs.com,,Public,Blount County
Allgood Alternative School,45 Community Rd,Oneonta,AL,35121,(205)775-1960,,,http://www.blountboe.net,,Public,Blount County
Blount County Learning Center,189 Horton Ln,Cleveland,AL,35049,(205)775-1980,,,http://www.blountcountylc.com/,,Public,Blount County
Blount County Career Technical Center,PO Box 125,Cleveland,AL,35049,(205)775-2080,,,http://www.blountcountyct.com/,,Public,Blount County
Locust Fork Elementary,155 School Rd,Locust Fork,AL,35097,(205)681-9512,,,http://www.locustforkelementary.com/,,Public,Blount County
Cleveland Elementary School,115 Stadium Dr,Cleveland,AL,35049,(205)775-2040,,,http://www.clevelandel.com/,,Public,Blount County
Susan Moore Elementary School,3996 Susan Moore Rd,Blountsville,AL,35031,(205)775-2070,,,http://www.susanmooreelem.com/,,Public,Blount County
Hayden Middle School,310 2nd Ave,Hayden,AL,35079,(205)647-3083,,,http://www.haydenmiddle.com/,,Public,Blount County
Brewton Elementary School,901 Douglas Ave,Brewton,AL,36426,(251)867-8410,,,http://www.brewtoncityschools.org/BES.asp,,Public,Brewton City
Brewton Middle School,1384 Old Castleberry Rd,Brewton,AL,36426,(251)867-8420,,,http://www.brewtoncityschools.org/BMS.asp,,Public,Brewton City
TR Miller High School,1835 Douglas Ave,Brewton,AL,36426,(251)867-8430,,,http://www.brewtoncityschools.org/TRM.asp,,Public,Brewton City
Bullock County High School,911 Sardis Road,Union Springs,AL,36089,(334)651-8264,,,http://www.bullock.k12.al.us,,Public,Bullock County
South Highlands Middle School,700 Bernard Street,Union Springs,AL,36089,(334)651-0183,,,http://www.bullock.k12.al.us,,Public,Bullock County
Union Springs Elementary School,211 Conecuh Avenue West,Union Springs,AL,36089,(334)651-8968,,,http://unionsprings.bce.schoolinsites.com/,,Public,Bullock County
Bullock County Career Technical Center,304 Blackmon Ave E,Union Springs,AL,36089,(334)625-7306,,,http://bullockcounty.schoolinsites.com/,,Public,Bullock County
Greenville High School,100 Tiger Dr,Greenville,AL,36037,(334)382-2608,,,http://www.butlerco.k12.al.us,,Public,Butler County
Greenville Middle School,300 Overlook Rd,Greenville,AL,36037,(334)382-3450,,,http://www.butlerco.k12.al.us,,Public,Butler County
McKenzie High School,221 North Garland Road,McKenzie,AL,36456,(334)374-2711,,,http://www.butlerco.k12.al.us,,Public,Butler County
WO Parmer Elementary School,100 Butler Circle,Greenville,AL,36037,(334)382-8720,,,http://www.butlerco.k12.al.us,,Public,Butler County
Butler County Area Vocational School,100 Tiger Drive,Greenville,AL,36037,(334)382-2608,,,http://www.butlerco.k12.al.us,,Public,Butler County
Greenville Elementary School,102 Butler Cir,Greenville,AL,36037,(334)382-7614,,,http://www.butlerco.k12.al.us,,Public,Butler County
Georgiana School,866 Highway 31 South,Georgiana,AL,36033,(334)376-9130,,,http://www.butlerco.k12.al.us,,Public,Butler County
Alexandria High School,353 Stadium Dr,Alexandria,AL,36250,(256)741-4400,,,http://www.calhouncountyschools.com/Domain/9,,Public,Calhoun County
Ohatchee High School,100 Cherokee Trl,Ohatchee,AL,36271,(256)741-4900,,,http://www.calhoun.k12.al.us/oh/,,Public,Calhoun County
Saks Elementary School,31 Watson,Anniston,AL,36206,(256)741-6800,,,http://www.calhoun.k12.al.us/se/,,Public,Calhoun County
Saks High School,4401 Saks Rd,Anniston,AL,36206,(256)741-7000,,,http://www.calhoun.k12.al.us/sh/,,Public,Calhoun County
Saks Middle School,4400 McClellan Blvd,Anniston,AL,36201,(256)741-7400,,,,,Public,Calhoun County
Weaver Elementary School,444 School Dr,Weaver,AL,36277,(256)741-7100,,,http://weaverelementaryschool.weebly.com/,,Public,Calhoun County
Weaver High School,917 Clairmont Dr,Weaver,AL,36277,(256)741-7201,,,http://calhoun.k12.al.us/wh,,Public,Calhoun County
Wellborn Elementary School,525 Cooper Cir,Anniston,AL,36201,(256)741-7500,,,http://www.calhoun.k12.al.us/wwe/,,Public,Calhoun County
White Plains High School,250 White Plains Rd,Anniston,AL,36207,(256)741-7800,,,http://www.calhoun.k12.al.us/wp/,,Public,Calhoun County
Calhoun County Alternative School,32 Watson Street,Anniston,AL,36206,(256)741-6901,,,http://www.calhouncountyschools.com,,Public,Calhoun County
Calhoun County Career Technical Center,1200 Church St SE,Jacksonville,AL,36265,(256)741-4600,,,http://www.calhouncountyschools.com/Domain/10,,Public,Calhoun County
Ohatchee Elementary School,365 J Street,Ohatchee,AL,36271,(256)741-4800,,,http://www.calhoun.k12.al.us/oe/,,Public,Calhoun County
Pleasant Valley Elementary School,265 Mark Green Road,Jacksonville,AL,36265,(256)741-6600,,,http://www.pvesraiders.weebly.com,,Public,Calhoun County
White Plains Elementary School,5600 Alabama Hwy 9,Anniston,AL,36207,(256)741-7700,,,http://www.calhoun.k12.al.us/wk/,,Public,Calhoun County
Pleasant Valley High School,4141 Pleasant Valley Rd,Jacksonville,AL,36265,(256)741-6700,,,http://www.PVRaiders.org,,Public,Calhoun County
Wellborn High School,135 Pinson Rd,Anniston,AL,36201,(256)741-7603,,,http://www.wwhs.me,,Public,Calhoun County
Alexandria Elementary School,2525 AlexandriaWellington Rd,Alexandria,AL,36250,(256)741-4300,,,http://www.calhoun.k12.al.us/schools/ae/,,Public,Calhoun County
White Plains Middle School,5800 Al Highway 9,Anniston,AL,36207,(256)741-4700,,,http://www.calhoun.k12.al.us/wm/,,Public,Calhoun County
Alexandria Middle School,80 Railroad Dr,Alexandria,AL,36250,(256)741-4500,,,http://www.calhouncountyschools.com/domain/1655,,Public,Calhoun County
EXCEL Academy,32 Watson Street,Anniston,AL,36206,(256)741-7400,,,,,Public,Calhoun County
